CheckingStatus;LoanDuration;CreditHistory;LoanPurpose;LoanAmount;ExistingSavings;EmploymentDuration;InstallmentPercent;Sex;OthersOnLoan;CurrentResidenceDuration;OwnsProperty;Age;InstallmentPlans;Housing;ExistingCreditsCount;Job;Dependents;Telephone;ForeignWorker;Risk
0_to_200;١٦;prior_payments_delayed;car_new;٢٣٣٧;100_to_500;1_to_4;٣;male;none;٤;car_other;٣٨;none;own;٢;skilled;١;yes;yes;Risk
no_checking;٣٦;outstanding_credit;appliances;٥٣٦٣;unknown;4_to_7;٤;female;none;٥;car_other;٤٠;none;own;٢;skilled;١;yes;yes;Risk
0_to_200;١٦;credits_paid_to_date;car_new;٣٤٢٨;less_100;unemployed;١;female;none;١;car_other;٢٧;stores;own;١;skilled;١;none;yes;No Risk
0_to_200;٤;all_credits_paid_back;car_new;٤٠٠;less_100;less_1;١;male;none;٢;savings_insurance;٢٠;stores;own;١;skilled;١;none;yes;No Risk
less_0;١٢;all_credits_paid_back;furniture;٢٥٠;less_100;1_to_4;٣;female;none;١;car_other;٢٩;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٣;outstanding_credit;appliances;٥١٣٠;greater_1000;4_to_7;٤;female;none;٤;car_other;٤٨;none;own;١;skilled;١;none;yes;Risk
less_0;٢١;credits_paid_to_date;car_new;٣١٧;less_100;less_1;٢;female;none;٢;savings_insurance;٣٢;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٤٥;outstanding_credit;repairs;٤١٣٤;greater_1000;greater_7;٥;female;none;٥;car_other;٢٨;none;free;٢;skilled;٢;yes;yes;Risk
0_to_200;١٥;prior_payments_delayed;radio_tv;٢٠١١;500_to_1000;1_to_4;٢;male;co-applicant;٣;car_other;٤٨;none;own;١;skilled;١;none;yes;No Risk
0_to_200;١١;prior_payments_delayed;furniture;٢٠٧٧;less_100;4_to_7;٣;female;none;٢;real_estate;٢١;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٤;prior_payments_delayed;business;٦٠٦٢;greater_1000;1_to_4;٣;male;none;٤;car_other;٤٢;none;own;٢;skilled;١;yes;yes;Risk
less_0;٨;all_credits_paid_back;car_new;١٦٠٨;less_100;unemployed;٢;female;none;٣;savings_insurance;٢٢;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٦;prior_payments_delayed;radio_tv;٥٨٦٤;500_to_1000;less_1;٢;male;none;٤;unknown;٤٤;none;own;١;management_self-employed;١;yes;yes;No Risk
0_to_200;١٨;all_credits_paid_back;car_new;٢٥٠;500_to_1000;less_1;٢;male;co-applicant;٣;savings_insurance;٢٣;stores;own;١;unskilled;١;none;yes;No Risk
no_checking;٣٠;outstanding_credit;furniture;٥٦٥٧;greater_1000;4_to_7;٣;male;none;٣;unknown;٤٧;bank;free;٢;unskilled;٢;yes;yes;No Risk
0_to_200;١١;prior_payments_delayed;car_used;١٩٦٥;greater_1000;greater_7;٣;male;none;٢;savings_insurance;٥٣;none;own;٢;skilled;٢;yes;yes;Risk
no_checking;٣٣;prior_payments_delayed;furniture;٥٨٣١;unknown;1_to_4;٤;male;none;٣;savings_insurance;٤٤;none;free;٣;skilled;٢;yes;yes;No Risk
0_to_200;١٢;credits_paid_to_date;car_new;١٩٨٣;less_100;1_to_4;٢;female;none;٢;car_other;١٩;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٥;outstanding_credit;furniture;٦٢٥٩;greater_1000;greater_7;٥;male;co-applicant;٣;unknown;٥٤;none;free;٢;skilled;١;yes;yes;Risk
less_0;٤;all_credits_paid_back;car_new;٢٥٠;less_100;unemployed;١;male;none;١;real_estate;١٩;stores;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٨;outstanding_credit;other;٧٨١٩;500_to_1000;4_to_7;٥;male;none;٤;car_other;٥١;none;free;٢;management_self-employed;٢;yes;yes;No Risk
no_checking;٢٨;all_credits_paid_back;car_used;١٠٣٨;100_to_500;4_to_7;٣;male;none;٣;real_estate;٤٦;bank;own;١;unemployed;٢;yes;yes;No Risk
0_to_200;١٨;credits_paid_to_date;car_new;٣٤٥٤;100_to_500;1_to_4;٢;male;none;٢;savings_insurance;٣٨;none;rent;١;skilled;١;none;yes;No Risk
no_checking;١٩;credits_paid_to_date;car_new;٩٦٥;greater_1000;1_to_4;٢;female;none;٢;real_estate;٤٠;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٠;outstanding_credit;furniture;٥٢٧٥;unknown;4_to_7;٣;female;none;٤;car_other;٤٧;none;own;٢;skilled;١;yes;yes;Risk
no_checking;٢٣;prior_payments_delayed;education;٣٢٣٠;100_to_500;4_to_7;٤;male;none;٤;car_other;٣٤;none;own;١;management_self-employed;١;none;yes;Risk
no_checking;٣٤;prior_payments_delayed;appliances;٦٠٨٣;500_to_1000;1_to_4;٤;male;none;٥;savings_insurance;٣٤;none;free;٢;management_self-employed;١;yes;yes;No Risk
less_0;١١;all_credits_paid_back;car_new;٣٧٥٣;less_100;less_1;٣;female;co-applicant;٢;savings_insurance;٢٦;bank;own;١;unemployed;١;none;yes;No Risk
no_checking;٤٦;outstanding_credit;education;٨٢١٩;unknown;4_to_7;٥;male;co-applicant;٥;car_other;٥٠;none;free;٢;skilled;١;yes;yes;Risk
0_to_200;٤٠;all_credits_paid_back;appliances;١٤٥١;less_100;1_to_4;٢;male;none;٢;real_estate;١٩;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٣٣;outstanding_credit;repairs;٦٠٣٦;greater_1000;4_to_7;٣;male;none;٢;car_other;٤٨;none;own;٢;skilled;١;yes;yes;No Risk
less_0;٤;no_credits;car_new;٢٥٠;less_100;less_1;١;male;none;٢;real_estate;١٩;stores;rent;١;skilled;١;none;yes;No Risk
no_checking;٤٢;prior_payments_delayed;other;٦٤٢١;500_to_1000;4_to_7;٥;male;none;٣;savings_insurance;٣٦;stores;own;١;unskilled;١;yes;yes;No Risk
0_to_200;٧;all_credits_paid_back;vacation;٢٥٠;less_100;unemployed;٢;male;none;١;savings_insurance;١٩;none;own;١;skilled;١;none;yes;No Risk
no_checking;٤٥;outstanding_credit;business;١٠٨٣٨;greater_1000;greater_7;٦;male;co-applicant;٥;unknown;٥١;stores;free;٣;unskilled;٢;yes;yes;Risk
less_0;٤;all_credits_paid_back;car_new;١٠٠٨;less_100;less_1;٢;male;none;١;real_estate;١٩;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٢٧;credits_paid_to_date;car_used;٣٥٢١;greater_1000;1_to_4;٣;female;none;٣;car_other;٣٨;none;own;٣;skilled;١;yes;yes;No Risk
less_0;١٦;credits_paid_to_date;furniture;٢٥٠;less_100;unemployed;٢;male;none;٣;savings_insurance;٢٦;none;rent;١;skilled;١;none;yes;No Risk
less_0;١٩;credits_paid_to_date;furniture;١٢٣٥;100_to_500;4_to_7;٣;male;none;٣;car_other;٣٥;none;rent;٢;skilled;١;none;yes;Risk
no_checking;٨;credits_paid_to_date;education;٥٠٢٢;500_to_1000;less_1;٣;male;none;٣;savings_insurance;٣٥;none;rent;٢;management_self-employed;٢;none;yes;Risk
no_checking;٤٢;credits_paid_to_date;furniture;٦٦٤٠;100_to_500;1_to_4;٣;male;none;٤;car_other;٣٦;none;own;٢;skilled;١;none;yes;No Risk
less_0;١٣;all_credits_paid_back;car_new;١٩٥٠;100_to_500;4_to_7;٣;male;none;١;car_other;٣٢;none;own;١;skilled;١;none;yes;No Risk
no_checking;٢٨;outstanding_credit;furniture;٩٠٥٤;500_to_1000;greater_7;٤;male;guarantor;٤;car_other;٥٧;none;own;٢;skilled;١;yes;yes;Risk
no_checking;٢٤;prior_payments_delayed;radio_tv;٢٠٠٩;100_to_500;greater_7;٣;male;none;٣;car_other;٥٠;none;own;١;skilled;١;none;yes;No Risk
no_checking;٤٢;prior_payments_delayed;repairs;٧٣٢١;500_to_1000;1_to_4;٤;male;none;٣;car_other;٣٩;none;own;١;management_self-employed;١;none;yes;Risk
less_0;٧;no_credits;car_new;٢٥٠;less_100;unemployed;١;female;none;١;real_estate;٢١;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣١;prior_payments_delayed;car_used;٥٥٦٢;unknown;4_to_7;٣;male;none;٤;savings_insurance;٤١;none;own;٢;skilled;١;yes;yes;No Risk
less_0;١٣;all_credits_paid_back;car_new;٢٣٣٧;100_to_500;1_to_4;٣;male;none;١;real_estate;٢٧;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;٣٥;all_credits_paid_back;car_used;٢٠١٨;greater_1000;4_to_7;٢;female;none;٣;savings_insurance;٤٧;stores;rent;٣;unskilled;١;yes;yes;Risk
0_to_200;٨;prior_payments_delayed;car_new;٢١٦١;500_to_1000;1_to_4;١;male;none;٣;car_other;٢٣;none;own;٢;skilled;٢;yes;yes;No Risk
less_0;٩;prior_payments_delayed;car_used;٩٧٢;100_to_500;4_to_7;٣;male;none;٢;savings_insurance;٣٤;none;own;٢;skilled;١;none;yes;No Risk
greater_200;١٣;credits_paid_to_date;car_new;٢٥٠;less_100;4_to_7;٢;male;none;٢;real_estate;٢٨;none;own;١;skilled;١;none;yes;No Risk
less_0;١٥;credits_paid_to_date;car_new;٢٣٢٦;500_to_1000;less_1;٢;male;none;٣;car_other;٢٨;stores;rent;١;unskilled;١;yes;yes;No Risk
no_checking;٢٥;prior_payments_delayed;car_used;١٤٣٣;100_to_500;1_to_4;٣;male;none;٤;car_other;٤١;none;own;١;skilled;١;yes;yes;No Risk
0_to_200;١٩;prior_payments_delayed;car_used;٤١٨٥;greater_1000;4_to_7;٤;male;co-applicant;٤;car_other;٣٩;none;own;٢;skilled;١;yes;yes;No Risk
0_to_200;١٣;credits_paid_to_date;car_used;٢٥٠;less_100;less_1;٢;female;none;٣;real_estate;١٩;none;own;١;skilled;١;none;yes;No Risk
less_0;٢٥;credits_paid_to_date;vacation;٣٥٥١;less_100;4_to_7;٣;male;none;٣;savings_insurance;٤٠;none;rent;١;skilled;١;none;yes;Risk
less_0;١٧;credits_paid_to_date;furniture;٢٥٠;less_100;less_1;٢;male;none;١;savings_insurance;٣٣;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٢٦;outstanding_credit;radio_tv;٥٥٦٣;500_to_1000;4_to_7;٤;male;co-applicant;٤;car_other;٥٠;none;free;١;skilled;١;yes;yes;No Risk
no_checking;٥٤;outstanding_credit;education;٥٦٠٧;greater_1000;1_to_4;٤;male;none;٤;car_other;٣٦;none;own;١;skilled;١;none;yes;Risk
less_0;٣٠;outstanding_credit;radio_tv;٢١٨٠;greater_1000;greater_7;٣;female;co-applicant;٣;car_other;٥٢;stores;own;٢;unskilled;١;yes;yes;Risk
greater_200;١٢;prior_payments_delayed;radio_tv;٣٣٦;100_to_500;4_to_7;٣;male;none;٣;savings_insurance;٣٣;none;free;١;skilled;١;yes;yes;No Risk
0_to_200;١٨;prior_payments_delayed;furniture;٥٣١٣;less_100;4_to_7;٤;male;none;٢;savings_insurance;٣١;none;own;١;skilled;١;none;yes;No Risk
0_to_200;١٠;prior_payments_delayed;car_used;٢٣٦٣;less_100;1_to_4;٢;male;none;٣;car_other;٣٦;none;own;١;skilled;١;yes;yes;No Risk
no_checking;٦١;outstanding_credit;education;٨٠٩٦;greater_1000;greater_7;٥;male;co-applicant;٤;car_other;٥٧;none;free;٢;skilled;١;yes;yes;Risk
less_0;١٢;all_credits_paid_back;furniture;٢٥٠;less_100;4_to_7;٢;female;none;٢;car_other;٢٦;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٢٧;outstanding_credit;appliances;٧٦٣٦;500_to_1000;greater_7;٤;male;co-applicant;٣;car_other;٤٤;none;free;٢;management_self-employed;٢;yes;yes;Risk
less_0;٥;all_credits_paid_back;education;٢٥٠;less_100;1_to_4;٣;female;co-applicant;١;savings_insurance;٣٥;none;free;١;skilled;١;yes;yes;No Risk
less_0;١١;all_credits_paid_back;car_new;٦٣١;less_100;less_1;١;female;none;٢;savings_insurance;٣٢;none;rent;١;skilled;١;none;yes;No Risk
0_to_200;٢٠;credits_paid_to_date;furniture;٢٥٠;less_100;4_to_7;٣;male;co-applicant;٢;real_estate;٤١;none;own;١;skilled;١;none;yes;No Risk
less_0;١١;prior_payments_delayed;furniture;١٤٨٠;less_100;1_to_4;٣;male;none;٢;car_other;٣٢;bank;rent;١;unskilled;٢;yes;yes;No Risk
0_to_200;٤;all_credits_paid_back;furniture;٤٢٣١;less_100;1_to_4;٢;female;none;١;real_estate;١٩;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٦;outstanding_credit;appliances;٦٤٤٠;greater_1000;4_to_7;٥;male;co-applicant;٤;car_other;٤٥;none;own;٢;management_self-employed;١;yes;yes;Risk
0_to_200;٢٤;credits_paid_to_date;furniture;٤٠٣١;less_100;1_to_4;٣;male;none;٢;car_other;١٩;none;own;١;skilled;١;none;yes;Risk
less_0;١٧;prior_payments_delayed;car_new;٢٥٦٩;less_100;less_1;١;male;none;١;car_other;٤١;bank;rent;٢;unemployed;١;yes;yes;No Risk
0_to_200;١٤;credits_paid_to_date;car_new;١٣٣٠;less_100;4_to_7;٢;male;none;٣;car_other;٣٠;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٩;outstanding_credit;radio_tv;٥٣٧٥;500_to_1000;greater_7;٤;male;co-applicant;٣;unknown;٥٩;stores;free;٢;unskilled;١;yes;yes;Risk
0_to_200;١٥;credits_paid_to_date;appliances;٢٥٠;less_100;less_1;٢;female;none;٢;savings_insurance;٣٢;none;own;١;skilled;١;none;yes;No Risk
0_to_200;١٤;credits_paid_to_date;furniture;١٣٢٦;less_100;1_to_4;٢;female;none;٢;real_estate;٣٠;none;own;١;skilled;١;yes;yes;No Risk
no_checking;٣٤;outstanding_credit;appliances;٢٨٣٨;500_to_1000;greater_7;٤;female;none;٤;savings_insurance;٣٥;none;free;١;skilled;١;yes;yes;Risk
no_checking;٤٢;credits_paid_to_date;furniture;٥٦٠٦;greater_1000;greater_7;٤;male;none;٣;car_other;٤٧;none;own;٣;skilled;١;none;yes;Risk
less_0;٧;no_credits;repairs;٢٥٠;100_to_500;unemployed;١;male;none;٢;real_estate;١٩;stores;rent;١;unskilled;١;none;yes;No Risk
no_checking;٢٦;prior_payments_delayed;radio_tv;٧٥٩٧;100_to_500;greater_7;٤;female;none;٤;car_other;٤٣;none;free;٢;skilled;١;yes;yes;Risk
no_checking;١٦;outstanding_credit;car_used;١٤٨٥;500_to_1000;1_to_4;٣;male;none;٤;savings_insurance;٢٨;stores;rent;١;unskilled;١;yes;yes;No Risk
greater_200;٢٩;prior_payments_delayed;furniture;٤٨٦٠;100_to_500;greater_7;٣;male;none;٤;savings_insurance;٤٤;none;own;١;skilled;١;none;yes;No Risk
less_0;٤;credits_paid_to_date;car_new;٢٥٠;100_to_500;less_1;٢;female;none;٢;real_estate;٣٣;none;rent;١;skilled;١;none;yes;No Risk
less_0;٩;prior_payments_delayed;car_new;٢٢٧٤;less_100;1_to_4;٢;male;none;٣;car_other;٣١;none;rent;١;skilled;٢;none;yes;Risk
no_checking;٢٩;prior_payments_delayed;car_used;٧١٢٠;unknown;4_to_7;٤;male;none;٤;unknown;٥٠;none;own;٣;skilled;٢;yes;yes;Risk
less_0;٢١;prior_payments_delayed;radio_tv;٢٠٨٥;less_100;4_to_7;٣;female;none;٢;savings_insurance;٣٠;stores;own;١;skilled;١;none;yes;No Risk
no_checking;١٠;credits_paid_to_date;vacation;١٤٨٧;greater_1000;1_to_4;٣;male;none;٢;real_estate;٣٦;none;own;١;management_self-employed;٢;none;yes;No Risk
less_0;٢٠;credits_paid_to_date;furniture;١٩٧١;less_100;1_to_4;٣;male;none;٣;savings_insurance;٢٨;none;rent;١;skilled;١;none;yes;Risk
less_0;٤;credits_paid_to_date;car_new;٢٥٠;less_100;1_to_4;٢;female;none;٣;savings_insurance;١٩;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٧;prior_payments_delayed;appliances;٦٩٠٥;100_to_500;4_to_7;٤;male;none;٤;savings_insurance;٤١;none;own;٢;management_self-employed;١;none;yes;No Risk
less_0;٤;credits_paid_to_date;car_new;٢٥٠;less_100;unemployed;٢;female;none;٢;savings_insurance;١٩;none;rent;١;skilled;١;none;yes;No Risk
greater_200;٢٢;prior_payments_delayed;radio_tv;٣٩٩٥;100_to_500;1_to_4;٤;male;none;٣;savings_insurance;٤٦;stores;own;١;unskilled;١;yes;yes;No Risk
0_to_200;١٢;credits_paid_to_date;car_new;٢٥٠;less_100;1_to_4;٣;female;none;٣;real_estate;٢٩;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٢٠;credits_paid_to_date;retraining;٢٧٨٦;less_100;4_to_7;٤;female;none;٢;car_other;٣٧;stores;own;٢;unskilled;١;yes;yes;Risk
no_checking;٣٠;prior_payments_delayed;radio_tv;٤٦١٥;greater_1000;4_to_7;٤;female;none;٥;unknown;٣٩;stores;own;٢;unskilled;٢;yes;yes;Risk
no_checking;٣٥;outstanding_credit;appliances;٥٥٢٠;500_to_1000;4_to_7;٤;male;none;٤;car_other;٤٣;none;own;٢;skilled;٢;yes;yes;No Risk
0_to_200;٤;credits_paid_to_date;car_used;٢٥٠;500_to_1000;4_to_7;٢;male;none;١;savings_insurance;٣١;none;own;١;skilled;١;yes;yes;No Risk
less_0;١٥;credits_paid_to_date;appliances;٨١٦;less_100;4_to_7;٢;female;none;١;savings_insurance;٢٦;none;own;١;skilled;١;none;yes;No Risk
no_checking;٥٦;outstanding_credit;retraining;٧٤١٧;unknown;greater_7;٤;male;co-applicant;٥;car_other;٤٩;none;free;٣;skilled;٢;yes;yes;Risk
no_checking;٣٧;prior_payments_delayed;furniture;٦٦٣٣;500_to_1000;1_to_4;٣;female;none;٤;car_other;٥٥;none;own;٢;skilled;١;yes;yes;Risk
less_0;٤;all_credits_paid_back;repairs;١٩١٠;less_100;unemployed;١;female;none;١;real_estate;١٩;none;rent;١;management_self-employed;١;none;yes;No Risk
no_checking;٢٤;prior_payments_delayed;furniture;٤٧٣٨;100_to_500;greater_7;٣;female;none;٤;car_other;٤٧;none;own;٢;skilled;١;yes;yes;Risk
0_to_200;٤;all_credits_paid_back;car_new;٢٥٠;less_100;unemployed;٢;female;none;٣;savings_insurance;٢٤;none;own;١;management_self-employed;١;none;yes;No Risk
0_to_200;١٤;credits_paid_to_date;repairs;٢٠٩٢;500_to_1000;1_to_4;١;female;none;١;real_estate;٣٢;stores;own;١;skilled;١;none;yes;No Risk
less_0;٤;all_credits_paid_back;car_new;٣٤٨;less_100;unemployed;٢;male;none;٢;real_estate;١٩;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٨;prior_payments_delayed;appliances;٧٩٨٨;100_to_500;greater_7;٤;male;none;٤;car_other;٥٠;none;free;٢;skilled;١;none;yes;Risk
less_0;١٢;all_credits_paid_back;car_new;٢٥٠;less_100;less_1;٢;male;none;١;real_estate;١٩;none;rent;١;skilled;١;none;yes;No Risk
0_to_200;٢٣;credits_paid_to_date;furniture;٢٢٩٣;less_100;1_to_4;٢;female;none;١;real_estate;٣٦;bank;rent;١;unemployed;١;none;yes;No Risk
no_checking;٣٤;prior_payments_delayed;radio_tv;٧١٩٧;greater_1000;1_to_4;٤;male;none;٤;savings_insurance;٢٤;none;own;٢;management_self-employed;١;yes;yes;Risk
less_0;١٨;prior_payments_delayed;radio_tv;٢٥٧٥;greater_1000;greater_7;٣;male;none;١;car_other;٤٣;stores;own;٢;unskilled;١;none;yes;No Risk
no_checking;٥٦;outstanding_credit;appliances;٨٠٠٥;unknown;4_to_7;٥;male;guarantor;٤;car_other;٥٦;none;free;٢;skilled;١;yes;yes;Risk
greater_200;٢٤;credits_paid_to_date;radio_tv;٥٥٢٦;500_to_1000;1_to_4;٣;female;co-applicant;٤;car_other;٥٧;none;own;٣;skilled;١;yes;yes;Risk
less_0;١٠;prior_payments_delayed;car_used;٢٥٠;500_to_1000;1_to_4;٢;female;none;٢;real_estate;٣١;stores;rent;١;skilled;١;none;yes;No Risk
no_checking;٣٢;prior_payments_delayed;car_used;٦٨٨١;100_to_500;4_to_7;٤;female;none;٥;car_other;٤٧;none;free;٢;skilled;١;none;yes;Risk
0_to_200;٣٤;outstanding_credit;appliances;٣٣٩٩;500_to_1000;4_to_7;٤;male;none;٣;savings_insurance;٢٧;none;own;١;skilled;١;yes;yes;No Risk
no_checking;٢٥;prior_payments_delayed;car_used;٦٢٥٤;100_to_500;1_to_4;٤;male;none;٣;unknown;٤٣;none;own;٢;management_self-employed;١;yes;yes;Risk
less_0;٢٠;credits_paid_to_date;car_used;٢٢١٨;less_100;1_to_4;٣;male;none;٢;savings_insurance;٢١;bank;rent;١;unemployed;١;none;yes;No Risk
less_0;٢٢;credits_paid_to_date;car_new;١٣٥٣;less_100;4_to_7;٢;male;none;٣;savings_insurance;٢٩;stores;own;٢;skilled;١;none;no;No Risk
less_0;٢٥;all_credits_paid_back;car_new;٢٥٠;500_to_1000;1_to_4;٢;male;none;٣;real_estate;٢٣;none;rent;٢;skilled;١;none;yes;No Risk
no_checking;٤٦;outstanding_credit;repairs;٥٥٧٩;greater_1000;4_to_7;٥;male;co-applicant;٥;unknown;٤١;none;own;١;skilled;١;yes;yes;Risk
no_checking;٢٢;credits_paid_to_date;furniture;٢٩٠٠;100_to_500;1_to_4;٣;female;none;٤;real_estate;٣٥;none;own;٢;skilled;١;none;yes;No Risk
less_0;٢٦;credits_paid_to_date;business;٦٠٥٢;less_100;1_to_4;٣;male;none;٢;car_other;٢٨;none;own;٢;skilled;١;none;yes;No Risk
no_checking;٨;all_credits_paid_back;car_new;٤٢٩;less_100;unemployed;١;female;none;٣;real_estate;٣١;stores;rent;١;unskilled;١;none;yes;No Risk
0_to_200;٢٨;credits_paid_to_date;radio_tv;٣٨٠١;less_100;4_to_7;٣;female;none;٣;savings_insurance;٥٤;stores;free;٢;skilled;١;none;yes;Risk
no_checking;١٥;credits_paid_to_date;car_used;٣٩٩٨;less_100;4_to_7;٣;male;none;٤;car_other;٣٢;none;own;١;skilled;١;none;yes;Risk
greater_200;٣٠;prior_payments_delayed;appliances;٩٦٥٥;less_100;1_to_4;٣;male;none;٣;unknown;٣٧;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;٤;prior_payments_delayed;car_new;٢٥٠;less_100;less_1;٢;female;none;٢;real_estate;٢٤;none;own;١;skilled;١;none;yes;No Risk
less_0;١٢;all_credits_paid_back;car_used;٩١٦;less_100;less_1;٢;female;co-applicant;٢;savings_insurance;٣٨;none;own;١;skilled;١;none;yes;No Risk
no_checking;١٥;credits_paid_to_date;car_new;٣٨٦٩;less_100;1_to_4;٢;male;none;٣;car_other;٣٩;none;own;١;skilled;١;yes;yes;No Risk
less_0;١٢;all_credits_paid_back;furniture;١٢٤٨;less_100;1_to_4;٢;female;none;٢;savings_insurance;٣٧;none;own;١;skilled;١;none;yes;No Risk
no_checking;٢٤;prior_payments_delayed;furniture;٤٤١٦;unknown;4_to_7;٤;male;none;٣;savings_insurance;٤٧;none;own;٢;skilled;١;none;yes;No Risk
less_0;٨;all_credits_paid_back;education;٩٧٨;less_100;unemployed;٢;female;none;١;savings_insurance;١٩;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٨;credits_paid_to_date;furniture;٤٦٣;greater_1000;4_to_7;٣;male;none;٣;savings_insurance;٣٤;none;own;١;skilled;١;none;yes;Risk
no_checking;٣٧;outstanding_credit;repairs;٦٧٩٣;greater_1000;greater_7;٤;male;co-applicant;٥;unknown;٥١;none;free;٢;skilled;١;yes;yes;Risk
0_to_200;٤;credits_paid_to_date;car_new;١٨٥٠;less_100;less_1;٢;female;none;١;car_other;١٩;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٤٩;outstanding_credit;other;٧٤٠٩;500_to_1000;greater_7;٥;male;co-applicant;٣;unknown;٤٨;none;own;٢;skilled;١;none;yes;Risk
greater_200;٤;prior_payments_delayed;vacation;٢٥٠;less_100;4_to_7;٣;male;none;٣;real_estate;٢٤;none;own;٢;management_self-employed;١;yes;yes;No Risk
